name,sounding_cm,ullage_cm,trim,heel,volume_m3,correction_m3
FWT_S_2,cm,cm,-6,nan,m3,nan
FWT_S_2,cm,cm,-4,nan,m3,nan
FWT_S_2,cm,cm,-3,nan,m3,nan
FWT_S_2,cm,cm,-2,nan,m3,nan
FWT_S_2,cm,cm,-1,nan,m3,nan
FWT_S_2,cm,cm,0,nan,m3,nan
FWT_S_2,cm,cm,1,nan,m3,nan
FWT_S_2,cm,cm,2,nan,m3,nan
FWT_S_2,cm,cm,nan,P2,nan,m3
FWT_S_2,cm,cm,nan,P1,nan,m3
FWT_S_2,cm,cm,nan,S-1,nan,m3
FWT_S_2,cm,cm,nan,S-2,nan,m3
FWT_S_2,0,490,-6,nan,1.3,nan
FWT_S_2,0,490,-4,nan,1.4,nan
FWT_S_2,0,490,-3,nan,1.4,nan
FWT_S_2,0,490,-2,nan,1.5,nan
FWT_S_2,0,490,-1,nan,1.5,nan
FWT_S_2,0,490,0,nan,1.6,nan
FWT_S_2,0,490,1,nan,1.7,nan
FWT_S_2,0,490,2,nan,1.7,nan
FWT_S_2,0,490,nan,P2,nan,0.3
FWT_S_2,0,490,nan,P1,nan,0.1
FWT_S_2,0,490,nan,S-1,nan,-0.1
FWT_S_2,0,490,nan,S-2,nan,-0.3
FWT_S_2,5,485,-6,nan,1.8,nan
FWT_S_2,5,485,-4,nan,1.9,nan
FWT_S_2,5,485,-3,nan,2.0,nan
FWT_S_2,5,485,-2,nan,2.0,nan
FWT_S_2,5,485,-1,nan,2.1,nan
FWT_S_2,5,485,0,nan,2.1,nan
FWT_S_2,5,485,1,nan,2.2,nan
FWT_S_2,5,485,2,nan,2.2,nan
FWT_S_2,5,485,nan,P2,nan,0.3
FWT_S_2,5,485,nan,P1,nan,0.1
FWT_S_2,5,485,nan,S-1,nan,-0.1
FWT_S_2,5,485,nan,S-2,nan,-0.3
FWT_S_2,10,480,-6,nan,2.3,nan
FWT_S_2,10,480,-4,nan,2.4,nan
FWT_S_2,10,480,-3,nan,2.5,nan
FWT_S_2,10,480,-2,nan,2.5,nan
FWT_S_2,10,480,-1,nan,2.6,nan
FWT_S_2,10,480,0,nan,2.6,nan
FWT_S_2,10,480,1,nan,2.7,nan
FWT_S_2,10,480,2,nan,2.7,nan
FWT_S_2,10,480,nan,P2,nan,0.3
FWT_S_2,10,480,nan,P1,nan,0.1
FWT_S_2,10,480,nan,S-1,nan,-0.1
FWT_S_2,10,480,nan,S-2,nan,-0.3
FWT_S_2,15,475,-6,nan,2.8,nan
FWT_S_2,15,475,-4,nan,2.9,nan
FWT_S_2,15,475,-3,nan,3.0,nan
FWT_S_2,15,475,-2,nan,3.0,nan
FWT_S_2,15,475,-1,nan,3.1,nan
FWT_S_2,15,475,0,nan,3.1,nan
FWT_S_2,15,475,1,nan,3.2,nan
FWT_S_2,15,475,2,nan,3.2,nan
FWT_S_2,15,475,nan,P2,nan,0.3
FWT_S_2,15,475,nan,P1,nan,0.1
FWT_S_2,15,475,nan,S-1,nan,-0.1
FWT_S_2,15,475,nan,S-2,nan,-0.3
FWT_S_2,20,470,-6,nan,3.3,nan
FWT_S_2,20,470,-4,nan,3.4,nan
FWT_S_2,20,470,-3,nan,3.5,nan
FWT_S_2,20,470,-2,nan,3.5,nan
FWT_S_2,20,470,-1,nan,3.6,nan
FWT_S_2,20,470,0,nan,3.6,nan
FWT_S_2,20,470,1,nan,3.7,nan
FWT_S_2,20,470,2,nan,3.7,nan
FWT_S_2,20,470,nan,P2,nan,0.3
FWT_S_2,20,470,nan,P1,nan,0.1
FWT_S_2,20,470,nan,S-1,nan,-0.1
FWT_S_2,20,470,nan,S-2,nan,-0.3
FWT_S_2,25,465,-6,nan,3.8,nan
FWT_S_2,25,465,-4,nan,3.9,nan
FWT_S_2,25,465,-3,nan,4.0,nan
FWT_S_2,25,465,-2,nan,4.0,nan
FWT_S_2,25,465,-1,nan,4.1,nan
FWT_S_2,25,465,0,nan,4.1,nan
FWT_S_2,25,465,1,nan,4.2,nan
FWT_S_2,25,465,2,nan,4.2,nan
FWT_S_2,25,465,nan,P2,nan,0.3
FWT_S_2,25,465,nan,P1,nan,0.1
FWT_S_2,25,465,nan,S-1,nan,-0.1
FWT_S_2,25,465,nan,S-2,nan,-0.3
FWT_S_2,30,460,-6,nan,4.3,nan
FWT_S_2,30,460,-4,nan,4.4,nan
FWT_S_2,30,460,-3,nan,4.5,nan
FWT_S_2,30,460,-2,nan,4.5,nan
FWT_S_2,30,460,-1,nan,4.6,nan
FWT_S_2,30,460,0,nan,4.6,nan
FWT_S_2,30,460,1,nan,4.7,nan
FWT_S_2,30,460,2,nan,4.8,nan
FWT_S_2,30,460,nan,P2,nan,0.3
FWT_S_2,30,460,nan,P1,nan,0.1
FWT_S_2,30,460,nan,S-1,nan,-0.1
FWT_S_2,30,460,nan,S-2,nan,-0.3
FWT_S_2,35,455,-6,nan,4.8,nan
FWT_S_2,35,455,-4,nan,5.0,nan
FWT_S_2,35,455,-3,nan,5.0,nan
FWT_S_2,35,455,-2,nan,5.1,nan
FWT_S_2,35,455,-1,nan,5.1,nan
FWT_S_2,35,455,0,nan,5.2,nan
FWT_S_2,35,455,1,nan,5.2,nan
FWT_S_2,35,455,2,nan,5.3,nan
FWT_S_2,35,455,nan,P2,nan,0.3
FWT_S_2,35,455,nan,P1,nan,0.1
FWT_S_2,35,455,nan,S-1,nan,-0.1
FWT_S_2,35,455,nan,S-2,nan,-0.2
FWT_S_2,40,450,-6,nan,5.4,nan
FWT_S_2,40,450,-4,nan,5.5,nan
FWT_S_2,40,450,-3,nan,5.5,nan
FWT_S_2,40,450,-2,nan,5.6,nan
FWT_S_2,40,450,-1,nan,5.6,nan
FWT_S_2,40,450,0,nan,5.7,nan
FWT_S_2,40,450,1,nan,5.7,nan
FWT_S_2,40,450,2,nan,5.8,nan
FWT_S_2,40,450,nan,P2,nan,0.3
FWT_S_2,40,450,nan,P1,nan,0.1
FWT_S_2,40,450,nan,S-1,nan,-0.1
FWT_S_2,40,450,nan,S-2,nan,-0.2
FWT_S_2,45,445,-6,nan,5.9,nan
FWT_S_2,45,445,-4,nan,6.0,nan
FWT_S_2,45,445,-3,nan,6.0,nan
FWT_S_2,45,445,-2,nan,6.1,nan
FWT_S_2,45,445,-1,nan,6.1,nan
FWT_S_2,45,445,0,nan,6.2,nan
FWT_S_2,45,445,1,nan,6.2,nan
FWT_S_2,45,445,2,nan,6.3,nan
FWT_S_2,45,445,nan,P2,nan,0.3
FWT_S_2,45,445,nan,P1,nan,0.1
FWT_S_2,45,445,nan,S-1,nan,-0.1
FWT_S_2,45,445,nan,S-2,nan,-0.2
FWT_S_2,50,440,-6,nan,6.4,nan
FWT_S_2,50,440,-4,nan,6.5,nan
FWT_S_2,50,440,-3,nan,6.6,nan
FWT_S_2,50,440,-2,nan,6.6,nan
FWT_S_2,50,440,-1,nan,6.7,nan
FWT_S_2,50,440,0,nan,6.7,nan
FWT_S_2,50,440,1,nan,6.8,nan
FWT_S_2,50,440,2,nan,6.8,nan
FWT_S_2,50,440,nan,P2,nan,0.3
FWT_S_2,50,440,nan,P1,nan,0.1
FWT_S_2,50,440,nan,S-1,nan,-0.1
FWT_S_2,50,440,nan,S-2,nan,-0.2
FWT_S_2,55,435,-6,nan,6.9,nan
FWT_S_2,55,435,-4,nan,7.0,nan
FWT_S_2,55,435,-3,nan,7.1,nan
FWT_S_2,55,435,-2,nan,7.1,nan
FWT_S_2,55,435,-1,nan,7.2,nan
FWT_S_2,55,435,0,nan,7.2,nan
FWT_S_2,55,435,1,nan,7.3,nan
FWT_S_2,55,435,2,nan,7.3,nan
FWT_S_2,55,435,nan,P2,nan,0.2
FWT_S_2,55,435,nan,P1,nan,0.1
FWT_S_2,55,435,nan,S-1,nan,-0.1
FWT_S_2,55,435,nan,S-2,nan,-0.2
FWT_S_2,60,430,-6,nan,7.4,nan
FWT_S_2,60,430,-4,nan,7.5,nan
FWT_S_2,60,430,-3,nan,7.6,nan
FWT_S_2,60,430,-2,nan,7.6,nan
FWT_S_2,60,430,-1,nan,7.7,nan
FWT_S_2,60,430,0,nan,7.8,nan
FWT_S_2,60,430,1,nan,7.8,nan
FWT_S_2,60,430,2,nan,7.9,nan
FWT_S_2,60,430,nan,P2,nan,0.2
FWT_S_2,60,430,nan,P1,nan,0.1
FWT_S_2,60,430,nan,S-1,nan,-0.1
FWT_S_2,60,430,nan,S-2,nan,-0.2
FWT_S_2,65,425,-6,nan,8.0,nan
FWT_S_2,65,425,-4,nan,8.1,nan
FWT_S_2,65,425,-3,nan,8.1,nan
FWT_S_2,65,425,-2,nan,8.2,nan
FWT_S_2,65,425,-1,nan,8.2,nan
FWT_S_2,65,425,0,nan,8.3,nan
FWT_S_2,65,425,1,nan,8.3,nan
FWT_S_2,65,425,2,nan,8.4,nan
FWT_S_2,65,425,nan,P2,nan,0.2
FWT_S_2,65,425,nan,P1,nan,0.1
FWT_S_2,65,425,nan,S-1,nan,-0.1
FWT_S_2,65,425,nan,S-2,nan,-0.2
FWT_S_2,70,420,-6,nan,8.5,nan
FWT_S_2,70,420,-4,nan,8.6,nan
FWT_S_2,70,420,-3,nan,8.6,nan
FWT_S_2,70,420,-2,nan,8.7,nan
FWT_S_2,70,420,-1,nan,8.8,nan
FWT_S_2,70,420,0,nan,8.8,nan
FWT_S_2,70,420,1,nan,8.9,nan
FWT_S_2,70,420,2,nan,8.9,nan
FWT_S_2,70,420,nan,P2,nan,0.2
FWT_S_2,70,420,nan,P1,nan,0.1
FWT_S_2,70,420,nan,S-1,nan,-0.1
FWT_S_2,70,420,nan,S-2,nan,-0.2
FWT_S_2,75,415,-6,nan,9.0,nan
FWT_S_2,75,415,-4,nan,9.1,nan
FWT_S_2,75,415,-3,nan,9.2,nan
FWT_S_2,75,415,-2,nan,9.2,nan
FWT_S_2,75,415,-1,nan,9.3,nan
FWT_S_2,75,415,0,nan,9.3,nan
FWT_S_2,75,415,1,nan,9.4,nan
FWT_S_2,75,415,2,nan,9.4,nan
FWT_S_2,75,415,nan,P2,nan,0.2
FWT_S_2,75,415,nan,P1,nan,0.1
FWT_S_2,75,415,nan,S-1,nan,-0.1
FWT_S_2,75,415,nan,S-2,nan,-0.2
FWT_S_2,80,410,-6,nan,9.5,nan
FWT_S_2,80,410,-4,nan,9.6,nan
FWT_S_2,80,410,-3,nan,9.7,nan
FWT_S_2,80,410,-2,nan,9.8,nan
FWT_S_2,80,410,-1,nan,9.8,nan
FWT_S_2,80,410,0,nan,9.9,nan
FWT_S_2,80,410,1,nan,9.9,nan
FWT_S_2,80,410,2,nan,10.0,nan
FWT_S_2,80,410,nan,P2,nan,0.2
FWT_S_2,80,410,nan,P1,nan,0.1
FWT_S_2,80,410,nan,S-1,nan,-0.1
FWT_S_2,80,410,nan,S-2,nan,-0.2
FWT_S_2,85,405,-6,nan,10.1,nan
FWT_S_2,85,405,-4,nan,10.2,nan
FWT_S_2,85,405,-3,nan,10.2,nan
FWT_S_2,85,405,-2,nan,10.3,nan
FWT_S_2,85,405,-1,nan,10.3,nan
FWT_S_2,85,405,0,nan,10.4,nan
FWT_S_2,85,405,1,nan,10.4,nan
FWT_S_2,85,405,2,nan,10.5,nan
FWT_S_2,85,405,nan,P2,nan,0.2
FWT_S_2,85,405,nan,P1,nan,0.1
FWT_S_2,85,405,nan,S-1,nan,-0.1
FWT_S_2,85,405,nan,S-2,nan,-0.2
FWT_S_2,90,400,-6,nan,10.6,nan
FWT_S_2,90,400,-4,nan,10.7,nan
FWT_S_2,90,400,-3,nan,10.8,nan
FWT_S_2,90,400,-2,nan,10.8,nan
FWT_S_2,90,400,-1,nan,10.9,nan
FWT_S_2,90,400,0,nan,10.9,nan
FWT_S_2,90,400,1,nan,11.0,nan
FWT_S_2,90,400,2,nan,11.0,nan
FWT_S_2,90,400,nan,P2,nan,0.2
FWT_S_2,90,400,nan,P1,nan,0.1
FWT_S_2,90,400,nan,S-1,nan,-0.1
FWT_S_2,90,400,nan,S-2,nan,-0.2
FWT_S_2,95,395,-6,nan,11.1,nan
FWT_S_2,95,395,-4,nan,11.2,nan
FWT_S_2,95,395,-3,nan,11.3,nan
FWT_S_2,95,395,-2,nan,11.3,nan
FWT_S_2,95,395,-1,nan,11.4,nan
FWT_S_2,95,395,0,nan,11.5,nan
FWT_S_2,95,395,1,nan,11.5,nan
FWT_S_2,95,395,2,nan,11.6,nan
FWT_S_2,95,395,nan,P2,nan,0.2
FWT_S_2,95,395,nan,P1,nan,0.1
FWT_S_2,95,395,nan,S-1,nan,-0.1
FWT_S_2,95,395,nan,S-2,nan,-0.2
FWT_S_2,100,390,-6,nan,11.7,nan
FWT_S_2,100,390,-4,nan,11.8,nan
FWT_S_2,100,390,-3,nan,11.8,nan
FWT_S_2,100,390,-2,nan,11.9,nan
FWT_S_2,100,390,-1,nan,11.9,nan
FWT_S_2,100,390,0,nan,12.0,nan
FWT_S_2,100,390,1,nan,12.0,nan
FWT_S_2,100,390,2,nan,12.1,nan
FWT_S_2,100,390,nan,P2,nan,0.2
FWT_S_2,100,390,nan,P1,nan,0.1
FWT_S_2,100,390,nan,S-1,nan,-0.1
FWT_S_2,100,390,nan,S-2,nan,-0.2
FWT_S_2,105,385,-6,nan,12.2,nan
FWT_S_2,105,385,-4,nan,12.3,nan
FWT_S_2,105,385,-3,nan,12.4,nan
FWT_S_2,105,385,-2,nan,12.4,nan
FWT_S_2,105,385,-1,nan,12.5,nan
FWT_S_2,105,385,0,nan,12.5,nan
FWT_S_2,105,385,1,nan,12.6,nan
FWT_S_2,105,385,2,nan,12.6,nan
FWT_S_2,105,385,nan,P2,nan,0.2
FWT_S_2,105,385,nan,P1,nan,0.1
FWT_S_2,105,385,nan,S-1,nan,-0.1
FWT_S_2,105,385,nan,S-2,nan,-0.2
FWT_S_2,110,380,-6,nan,12.7,nan
FWT_S_2,110,380,-4,nan,12.9,nan
FWT_S_2,110,380,-3,nan,12.9,nan
FWT_S_2,110,380,-2,nan,13.0,nan
FWT_S_2,110,380,-1,nan,13.0,nan
FWT_S_2,110,380,0,nan,13.1,nan
FWT_S_2,110,380,1,nan,13.1,nan
FWT_S_2,110,380,2,nan,13.2,nan
FWT_S_2,110,380,nan,P2,nan,0.2
FWT_S_2,110,380,nan,P1,nan,0.1
FWT_S_2,110,380,nan,S-1,nan,-0.1
FWT_S_2,110,380,nan,S-2,nan,-0.2
FWT_S_2,115,375,-6,nan,13.3,nan
FWT_S_2,115,375,-4,nan,13.4,nan
FWT_S_2,115,375,-3,nan,13.4,nan
FWT_S_2,115,375,-2,nan,13.5,nan
FWT_S_2,115,375,-1,nan,13.6,nan
FWT_S_2,115,375,0,nan,13.6,nan
FWT_S_2,115,375,1,nan,13.7,nan
FWT_S_2,115,375,2,nan,13.7,nan
FWT_S_2,115,375,nan,P2,nan,0.2
FWT_S_2,115,375,nan,P1,nan,0.1
FWT_S_2,115,375,nan,S-1,nan,-0.1
FWT_S_2,115,375,nan,S-2,nan,-0.2
FWT_S_2,120,370,-6,nan,13.8,nan
FWT_S_2,120,370,-4,nan,13.9,nan
FWT_S_2,120,370,-3,nan,14.0,nan
FWT_S_2,120,370,-2,nan,14.0,nan
FWT_S_2,120,370,-1,nan,14.1,nan
FWT_S_2,120,370,0,nan,14.2,nan
FWT_S_2,120,370,1,nan,14.2,nan
FWT_S_2,120,370,2,nan,14.3,nan
FWT_S_2,120,370,nan,P2,nan,0.2
FWT_S_2,120,370,nan,P1,nan,0.1
FWT_S_2,120,370,nan,S-1,nan,-0.1
FWT_S_2,120,370,nan,S-2,nan,-0.2
FWT_S_2,125,365,-6,nan,14.4,nan
FWT_S_2,125,365,-4,nan,14.5,nan
FWT_S_2,125,365,-3,nan,14.5,nan
FWT_S_2,125,365,-2,nan,14.6,nan
FWT_S_2,125,365,-1,nan,14.6,nan
FWT_S_2,125,365,0,nan,14.7,nan
FWT_S_2,125,365,1,nan,14.8,nan
FWT_S_2,125,365,2,nan,14.8,nan
FWT_S_2,125,365,nan,P2,nan,0.2
FWT_S_2,125,365,nan,P1,nan,0.1
FWT_S_2,125,365,nan,S-1,nan,-0.1
FWT_S_2,125,365,nan,S-2,nan,-0.2
FWT_S_2,130,360,-6,nan,14.9,nan
